Timestamp,% processor time,% privileged time,processor queue length,pages_sec,committed bytes,avg_ disk queue length,% free space,bytes total_sec
2025-06-20 00:00:00,52.483570765056164,4.4044219166875695,1.0147152958387762,36.17044924521683,12658172418.75976,0.09728726985679262,41.22764086028084,1086.5367359881004
2025-06-20 00:01:00,49.31215192241778,4.699986332549187,1.2583222229679836,12.29575200862121,10545704362.042486,0.035154369336400884,42.79105405227101,805.8989119001924
2025-06-20 00:02:00,53.24538954705088,8.486310483630767,0.5093370317412675,31.433615302058282,11388694329.196386,0.14354087759317322,42.94996679594725,1186.668186946025
2025-06-20 00:03:00,57.625569566861245,11.14942660754444,0.29759152803624656,21.848586540603648,11542288054.668982,0.13717553351672984,32.949868357830766,1066.436216598186
2025-06-20 00:04:00,48.843126839478145,3.1381847497343256,1.0536039810200668,22.521948542342866,11590281425.697254,0.06622157357043919,44.113486046173904,915.0401479519822
2025-06-20 00:05:00,48.84668235662263,8.75935813030519,0.8405768222526344,0.2969141864859921,12168305147.006632,0.1353743603602681,41.5070855711971,822.1635075591795
2025-06-20 00:06:00,57.916904647179194,8.694800643527564,1.3132173362269721,2.0291335320571875,12145227307.223373,0.1187453843150388,36.81327279238584,953.9871599217508
2025-06-20 00:07:00,53.86148764368049,13.483001444479092,0.9600457736687251,17.794340597326862,12197238426.066664,0.03596939273194459,36.23950824631246,796.017827022267
2025-06-20 00:08:00,47.68041549651489,9.051339183812667,1.102537669617315,22.469060634166116,12298318621.32814,0.05730355427143213,38.315840876620946,1014.8875479827934
2025-06-20 00:09:00,52.74406107239318,10.973102889083998,0.18830873502937828,8.748021722622767,11525260323.97181,0.15691407224447898,33.49066113971586,1021.672279849611
2025-06-20 00:10:00,47.717645818674754,10.37050999158719,1.9442184698071283,9.113065895236579,11391259309.42371,0.11547080925710251,48.593969813566595,1065.7741636964554
2025-06-20 00:11:00,47.709558943159486,4.692687655987383,0.9178790074839841,25.61472629826133,12198541918.114038,0.0717848527094687,47.41165277021133,1441.9426795280713
2025-06-20 00:12:00,51.25149249711464,11.941358611221581,1.3487934851695995,25.628544804571305,11685300774.569626,0.057076205441367905,42.23766043523746,967.3056314679516
2025-06-20 00:13:00,40.47875334426919,10.56106854741981,0.5819541648901867,18.62258939612073,11215214022.991596,0.07423031009422897,38.86043063451045,1251.6010124567026
2025-06-20 00:14:00,41.42403883326672,11.294985597102418,1.1540049511086705,27.80201721186075,12486158422.22906,0.07777602350611477,38.99014606239707,1057.8831292022442
2025-06-20 00:15:00,47.24066377790073,19.841644978143613,0.34857761823762734,8.257977042798535,12698071967.492205,0.05770184836853742,43.76427781881705,940.9599387664424
2025-06-20 00:16:00,44.99141925070718,4.817505077443178,1.2260339191298355,16.44065082913029,12779136193.373121,0.012911794380834896,48.7613470713201,970.7659310359845
2025-06-20 00:17:00,51.63028494362937,14.341265764729274,0.8220129578070836,36.47877605783673,12094094343.54389,0.15700066432003928,37.11849216168979,985.8838805145175
2025-06-20 00:18:00,45.52240133132065,9.312642055962465,1.0145952519677837,20.683221299398177,12313591265.07572,0.14853168363057218,34.380808932420024,1070.5671440213212
2025-06-20 00:19:00,43.00447663052396,10.751319829607732,1.3489870150650487,21.263125145869992,12685594063.05296,0.03633722740965703,47.705206299376144,760.8297600672616
2025-06-20 00:20:00,57.397712410081894,9.920953669483955,0.3837298443898599,43.059465859677395,11679986790.643024,0.1068155647781834,31.029572779340683,634.3595897934995
2025-06-20 00:21:00,48.944060491315156,8.975880163378806,0.6577541346936016,6.0065783415122915,12556068261.964525,0.05488808986426168,34.92087496186285,1164.303768306047
2025-06-20 00:22:00,50.41405644546115,8.61362539041387,1.2286621405433826,27.964303666421102,12138462271.291819,0.08692163883867324,38.727502826434964,1225.2951123655303
2025-06-20 00:23:00,42.95614791922796,10.863716264080143,2.0491107372733737,36.639862798081,12457654714.674248,0.08276167100631718,32.15788823582722,1187.207846703653
2025-06-20 00:24:00,47.361448655943036,6.248746897605275,0.9309588326692592,16.751420735014538,12093880133.223658,0.07860828921410638,45.51906417474852,1039.5766274248076
2025-06-20 00:25:00,50.64144865539199,11.91986577222574,1.2955680589619663,28.59630786854846,12648996711.942427,0.2001473542038143,44.24110849910417,1192.6745139317488
2025-06-20 00:26:00,44.335341248004845,9.004668555345045,0.94651426507076,10.179805027890952,12112664972.621933,0.07798371576619048,37.08087929636524,1179.260347855449
2025-06-20 00:27:00,51.972272655118424,7.221717934094139,1.9711227973781498,13.132676044326484,11258948295.900192,0.059586808746653765,46.35117931419371,1197.8451653726395
2025-06-20 00:28:00,47.09406254206975,8.923595850842352,0.1263891665173722,23.849664160476344,12726935876.073997,0.06187092852514761,47.19783414618725,786.0873545811094
2025-06-20 00:29:00,48.6422606709711,13.193237752125171,1.047310522334679,27.9856667311059,11527241923.71332,0.15218884782008776,39.38378204858094,726.769344910717
2025-06-20 00:30:00,47.0956697870642,8.713763706565034,0.1872279832189696,31.209365124062458,12627571133.604069,0.017394883415353266,37.69455768805437,903.8997167940441
2025-06-20 00:31:00,59.36906719902958,10.949972183766496,0.2532857852683583,35.69628586939493,11955955322.044687,0.061868854178224,51.244172000469945,996.730735379185
2025-06-20 00:32:00,50.04366358106893,8.228184163090614,1.1487310265589084,19.325534414448178,12589116989.64644,0.1723411420055767,43.55023425804147,940.6312152645136
2025-06-20 00:33:00,44.8260684882528,11.952116191325201,1.0697488980737295,31.93611755172588,12568530538.763704,0.11219930939988235,41.224311698328115,531.9736484958543
